text,target,prompt
If I top up using a European card is there a charge?,top_up_by_card_charge,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
Categorize the following banking query into its corresponding intent.

### Input:
If I top up using a European card is there a charge?

### Response:
top_up_by_card_charge"
Is there a top-up fee if you add money in USD?,top_up_by_card_charge,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
Categorize the following banking query into its corresponding intent.

### Input:
Is there a top-up fee if you add money in USD?

### Response:
top_up_by_card_charge"
What are the fees for using a European bank card?,top_up_by_card_charge,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
Categorize the following banking query into its corresponding intent.

### Input:
What are the fees for using a European bank card?

### Response:
top_up_by_card_charge"
Is there a fee for adding funds with a credit card?,top_up_by_card_charge,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
Categorize the following banking query into its corresponding intent.

### Input:
Is there a fee for adding funds with a credit card?

### Response:
top_up_by_card_charge"
Does it cost to top up my card?,top_up_by_card_charge,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
Categorize the following banking query into its corresponding intent.

### Input:
Does it cost to top up my card?

### Response:
top_up_by_card_charge"
Do I get charged if I top up with my European bank card?,top_up_by_card_charge,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
Categorize the following banking query into its corresponding intent.

### Input:
Do I get charged if I top up with my European bank card?

### Response:
top_up_by_card_charge"
Will you assess me more fees if I top up with an international card?,top_up_by_card_charge,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
Categorize the following banking query into its corresponding intent.

### Input:
Will you assess me more fees if I top up with an international card?

### Response:
top_up_by_card_charge"
Can I get information on topping up?,top_up_by_card_charge,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
Categorize the following banking query into its corresponding intent.

### Input:
Can I get information on topping up?

### Response:
top_up_by_card_charge"
Will I be charged for topping up?,top_up_by_card_charge,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
Categorize the following banking query into its corresponding intent.

### Input:
Will I be charged for topping up?

### Response:
top_up_by_card_charge"
Will I be charged a fee to top up using a debit or credit card?,top_up_by_card_charge,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
Categorize the following banking query into its corresponding intent.

### Input:
Will I be charged a fee to top up using a debit or credit card?

### Response:
top_up_by_card_charge"
Will I be charged for adding money using an international card?,top_up_by_card_charge,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
Categorize the following banking query into its corresponding intent.

### Input:
Will I be charged for adding money using an international card?

### Response:
top_up_by_card_charge"
should i add money via bank transfer instead,top_up_by_card_charge,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
Categorize the following banking query into its corresponding intent.

### Input:
should i add money via bank transfer instead

### Response:
top_up_by_card_charge"
Do you charge extra for topping up with a debit or credit card?,top_up_by_card_charge,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
Categorize the following banking query into its corresponding intent.

### Input:
Do you charge extra for topping up with a debit or credit card?

### Response:
top_up_by_card_charge"
Is it free for top ups?,top_up_by_card_charge,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
Categorize the following banking query into its corresponding intent.

### Input:
Is it free for top ups?

### Response:
top_up_by_card_charge"
Will I get charged fees when I add money with an international card?,top_up_by_card_charge,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
Categorize the following banking query into its corresponding intent.

### Input:
Will I get charged fees when I add money with an international card?

### Response:
top_up_by_card_charge"
Are there still fees for european top-ups?,top_up_by_card_charge,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
Categorize the following banking query into its corresponding intent.

### Input:
Are there still fees for european top-ups?

### Response:
top_up_by_card_charge"
What fees to you have for top ups?,top_up_by_card_charge,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
Categorize the following banking query into its corresponding intent.

### Input:
What fees to you have for top ups?

### Response:
top_up_by_card_charge"
Will you charge me if I top up by card?,top_up_by_card_charge,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
Categorize the following banking query into its corresponding intent.

### Input:
Will you charge me if I top up by card?

### Response:
top_up_by_card_charge"
how should i add money to my card,top_up_by_card_charge,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
Categorize the following banking query into its corresponding intent.

### Input:
how should i add money to my card

### Response:
top_up_by_card_charge"
Is there a charge to use a Top up card in the US?,top_up_by_card_charge,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
Categorize the following banking query into its corresponding intent.

### Input:
Is there a charge to use a Top up card in the US?

### Response:
top_up_by_card_charge"
What is the charge for topping up a card?,top_up_by_card_charge,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
Categorize the following banking query into its corresponding intent.

### Input:
What is the charge for topping up a card?

### Response:
top_up_by_card_charge"
What are the top up charges for all US cards?,top_up_by_card_charge,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
Categorize the following banking query into its corresponding intent.

### Input:
What are the top up charges for all US cards?

### Response:
top_up_by_card_charge"
Do you have any fees if I want to add money using an international card.,top_up_by_card_charge,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
Categorize the following banking query into its corresponding intent.

### Input:
Do you have any fees if I want to add money using an international card.

### Response:
top_up_by_card_charge"
Are there any fees if I want to add money using an international card?,top_up_by_card_charge,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
Categorize the following banking query into its corresponding intent.

### Input:
Are there any fees if I want to add money using an international card?

### Response:
top_up_by_card_charge"
Is there a fee for european bank cards?,top_up_by_card_charge,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
Categorize the following banking query into its corresponding intent.

### Input:
Is there a fee for european bank cards?

### Response:
top_up_by_card_charge"
is it free to add money to my card,top_up_by_card_charge,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
Categorize the following banking query into its corresponding intent.

### Input:
is it free to add money to my card

### Response:
top_up_by_card_charge"
How much are the fees for adding funds using an international card?,top_up_by_card_charge,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
Categorize the following banking query into its corresponding intent.

### Input:
How much are the fees for adding funds using an international card?

### Response:
top_up_by_card_charge"
"I need to activate my card, how is that done?",activate_my_card,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
Categorize the following banking query into its corresponding intent.

### Input:
I need to activate my card, how is that done?

### Response:
activate_my_card"
"My new card has arrived, what's the activation procedure?",activate_my_card,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
Categorize the following banking query into its corresponding intent.

### Input:
My new card has arrived, what's the activation procedure?

### Response:
activate_my_card"
I need to do a card activation.,activate_my_card,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
Categorize the following banking query into its corresponding intent.

### Input:
I need to do a card activation.

### Response:
activate_my_card"
"I am unable to activate my card, it won't let me.",activate_my_card,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
Categorize the following banking query into its corresponding intent.

### Input:
I am unable to activate my card, it won't let me.

### Response:
activate_my_card"
I tried activating my card and it didn't work,activate_my_card,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
Categorize the following banking query into its corresponding intent.

### Input:
I tried activating my card and it didn't work

### Response:
activate_my_card"
What needs to be done to activate and use a card?,activate_my_card,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
Categorize the following banking query into its corresponding intent.

### Input:
What needs to be done to activate and use a card?

### Response:
activate_my_card"
I just got my new card.  How can I activate it?,activate_my_card,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
Categorize the following banking query into its corresponding intent.

### Input:
I just got my new card.  How can I activate it?

### Response:
activate_my_card"
can you assist me in activating my card?,activate_my_card,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
Categorize the following banking query into its corresponding intent.

### Input:
can you assist me in activating my card?

### Response:
activate_my_card"
What am I going to need in order to activate my card?,activate_my_card,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
Categorize the following banking query into its corresponding intent.

### Input:
What am I going to need in order to activate my card?

### Response:
activate_my_card"
"The activation process did not work, please help?",activate_my_card,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
Categorize the following banking query into its corresponding intent.

### Input:
The activation process did not work, please help?

### Response:
activate_my_card"
Can I get some help activating my new card?,activate_my_card,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
Categorize the following banking query into its corresponding intent.

### Input:
Can I get some help activating my new card?

### Response:
activate_my_card"
What steps do I have to take to activate my card?,activate_my_card,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
Categorize the following banking query into its corresponding intent.

### Input:
What steps do I have to take to activate my card?

### Response:
activate_my_card"
It won't let me activate my card.,activate_my_card,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
Categorize the following banking query into its corresponding intent.

### Input:
It won't let me activate my card.

### Response:
activate_my_card"
I cannot activate my card.,activate_my_card,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
Categorize the following banking query into its corresponding intent.

### Input:
I cannot activate my card.

### Response:
activate_my_card"
How do I activate my new card I just got?,activate_my_card,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
Categorize the following banking query into its corresponding intent.

### Input:
How do I activate my new card I just got?

### Response:
activate_my_card"
Can I activate my card?,activate_my_card,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
Categorize the following banking query into its corresponding intent.

### Input:
Can I activate my card?

### Response:
activate_my_card"
Card activation is not working. What do i do?,activate_my_card,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
Categorize the following banking query into its corresponding intent.

### Input:
Card activation is not working. What do i do?

### Response:
activate_my_card"
Can you tell me how I go about activating a new card?,activate_my_card,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
Categorize the following banking query into its corresponding intent.

### Input:
Can you tell me how I go about activating a new card?

### Response:
activate_my_card"
What information do I need to gather in order to activate my card?,activate_my_card,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
Categorize the following banking query into its corresponding intent.

### Input:
What information do I need to gather in order to activate my card?

### Response:
activate_my_card"
I tried activation my card and it didn't employment,activate_my_card,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
Categorize the following banking query into its corresponding intent.

### Input:
I tried activation my card and it didn't employment

### Response:
activate_my_card"
Is my new card activated?,activate_my_card,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
Categorize the following banking query into its corresponding intent.

### Input:
Is my new card activated?

### Response:
activate_my_card"
Activate my card,activate_my_card,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
Categorize the following banking query into its corresponding intent.

### Input:
Activate my card

### Response:
activate_my_card"
"I just got my new card, how do I activate it?",activate_my_card,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
Categorize the following banking query into its corresponding intent.

### Input:
I just got my new card, how do I activate it?

### Response:
activate_my_card"
Is my card ready for use or does it need activated and if so how?,activate_my_card,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
Categorize the following banking query into its corresponding intent.

### Input:
Is my card ready for use or does it need activated and if so how?

### Response:
activate_my_card"
I need assistance activating my card?,activate_my_card,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
Categorize the following banking query into its corresponding intent.

### Input:
I need assistance activating my card?

### Response:
activate_my_card"
"You can do that in just a few seconds. Go to account, hit activate, and follow the directions from there.",activate_my_card,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
Categorize the following banking query into its corresponding intent.

### Input:
You can do that in just a few seconds. Go to account, hit activate, and follow the directions from there.

### Response:
activate_my_card"
I need my card to be activated right now.,activate_my_card,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
Categorize the following banking query into its corresponding intent.

### Input:
I need my card to be activated right now.

### Response:
activate_my_card"
When are you going to activate my card?,activate_my_card,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
Categorize the following banking query into its corresponding intent.

### Input:
When are you going to activate my card?

### Response:
activate_my_card"
How do I activate my new card,activate_my_card,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
Categorize the following banking query into its corresponding intent.

### Input:
How do I activate my new card

### Response:
activate_my_card"
Help my activate my card.,activate_my_card,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
Categorize the following banking query into its corresponding intent.

### Input:
Help my activate my card.

### Response:
activate_my_card"
I need info on activating my card?,activate_my_card,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
Categorize the following banking query into its corresponding intent.

### Input:
I need info on activating my card?

### Response:
activate_my_card"
What is the process for activating a new card.,activate_my_card,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
Categorize the following banking query into its corresponding intent.

### Input:
What is the process for activating a new card.

### Response:
activate_my_card"
Tell me what I need to do to activate my card.,activate_my_card,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
Categorize the following banking query into its corresponding intent.

### Input:
Tell me what I need to do to activate my card.

### Response:
activate_my_card"
Can I use my new card?,activate_my_card,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
Categorize the following banking query into its corresponding intent.

### Input:
Can I use my new card?

### Response:
activate_my_card"
I want to start using my card.,activate_my_card,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
Categorize the following banking query into its corresponding intent.

### Input:
I want to start using my card.

### Response:
activate_my_card"
I would like to have assistance with activating my card.,activate_my_card,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
Categorize the following banking query into its corresponding intent.

### Input:
I would like to have assistance with activating my card.

### Response:
activate_my_card"
"Hi, would you please activate my card?",activate_my_card,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
Categorize the following banking query into its corresponding intent.

### Input:
Hi, would you please activate my card?

### Response:
activate_my_card"
Can I activate my card with the app?,activate_my_card,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
Categorize the following banking query into its corresponding intent.

### Input:
Can I activate my card with the app?

### Response:
activate_my_card"
How do I activate a card?,activate_my_card,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
Categorize the following banking query into its corresponding intent.

### Input:
How do I activate a card?

### Response:
activate_my_card"
I can't activate my card?,activate_my_card,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
Categorize the following banking query into its corresponding intent.

### Input:
I can't activate my card?

### Response:
activate_my_card"
Can I get some help to get me card activated?,activate_my_card,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
Categorize the following banking query into its corresponding intent.

### Input:
Can I get some help to get me card activated?

### Response:
activate_my_card"
How can I make my card ready to use?,activate_my_card,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
Categorize the following banking query into its corresponding intent.

### Input:
How can I make my card ready to use?

### Response:
activate_my_card"
"What are the steps to activate the card, as it does not seem to work?",activate_my_card,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
Categorize the following banking query into its corresponding intent.

### Input:
What are the steps to activate the card, as it does not seem to work?

### Response:
activate_my_card"
what are the steps to activate my card?,activate_my_card,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
Categorize the following banking query into its corresponding intent.

### Input:
what are the steps to activate my card?

### Response:
activate_my_card"
How can I activate the new card i got?,activate_my_card,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
Categorize the following banking query into its corresponding intent.

### Input:
How can I activate the new card i got?

### Response:
activate_my_card"
How can my new card be activated?,activate_my_card,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
Categorize the following banking query into its corresponding intent.

### Input:
How can my new card be activated?

### Response:
activate_my_card"
How do I activate my card so I can start using it?,activate_my_card,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
Categorize the following banking query into its corresponding intent.

### Input:
How do I activate my card so I can start using it?

### Response:
activate_my_card"
Can I call to get my card activated?,activate_my_card,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
Categorize the following banking query into its corresponding intent.

### Input:
Can I call to get my card activated?

### Response:
activate_my_card"
What is the process for activating my new card?,activate_my_card,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
Categorize the following banking query into its corresponding intent.

### Input:
What is the process for activating my new card?

### Response:
activate_my_card"
How long does it take to activate my card?,activate_my_card,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
Categorize the following banking query into its corresponding intent.

### Input:
How long does it take to activate my card?

### Response:
activate_my_card"
Why was there a fee on my cash withdrawal?,cash_withdrawal_charge,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
Categorize the following banking query into its corresponding intent.

### Input:
Why was there a fee on my cash withdrawal?

### Response:
cash_withdrawal_charge"
"Hello, I wanted to get some more information about ATM Withdraw Fee. I have been withdrawing money for years and notice this charge on my account. I always thought it was no fee since its you guys ATM company that I am withdrawing. Can you please explain?",cash_withdrawal_charge,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
Categorize the following banking query into its corresponding intent.

### Input:
Hello, I wanted to get some more information about ATM Withdraw Fee. I have been withdrawing money for years and notice this charge on my account. I always thought it was no fee since its you guys ATM company that I am withdrawing. Can you please explain?

### Response:
cash_withdrawal_charge"
Why did I get a fee from the ATM?,cash_withdrawal_charge,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
Categorize the following banking query into its corresponding intent.

### Input:
Why did I get a fee from the ATM?

### Response:
cash_withdrawal_charge"
Do you charge for making a withdrawal? I took some money out of my account earlier and I was charged for this.,cash_withdrawal_charge,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
Categorize the following banking query into its corresponding intent.

### Input:
Do you charge for making a withdrawal? I took some money out of my account earlier and I was charged for this.

### Response:
cash_withdrawal_charge"
I got charged a fee that shouldn't be there from my cash,cash_withdrawal_charge,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
Categorize the following banking query into its corresponding intent.

### Input:
I got charged a fee that shouldn't be there from my cash

### Response:
cash_withdrawal_charge"
I made a transaction at an atm and was charged extra for it.,cash_withdrawal_charge,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
Categorize the following banking query into its corresponding intent.

### Input:
I made a transaction at an atm and was charged extra for it.

### Response:
cash_withdrawal_charge"
What's going on? I was just recently charged for an ATM withdrawal. I've never seen this charge before and before it's always been free.,cash_withdrawal_charge,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
Categorize the following banking query into its corresponding intent.

### Input:
What's going on? I was just recently charged for an ATM withdrawal. I've never seen this charge before and before it's always been free.

### Response:
cash_withdrawal_charge"
I noticed a different charge while I was taking my money out.,cash_withdrawal_charge,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
Categorize the following banking query into its corresponding intent.

### Input:
I noticed a different charge while I was taking my money out.

### Response:
cash_withdrawal_charge"
I got charged fees for withdrawing cash!,cash_withdrawal_charge,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
Categorize the following banking query into its corresponding intent.

### Input:
I got charged fees for withdrawing cash!

### Response:
cash_withdrawal_charge"
to cash withdrawals charge me?,cash_withdrawal_charge,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
Categorize the following banking query into its corresponding intent.

### Input:
to cash withdrawals charge me?

### Response:
cash_withdrawal_charge"
Why did using an ATM cause me to have an extra fee charged?,cash_withdrawal_charge,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
Categorize the following banking query into its corresponding intent.

### Input:
Why did using an ATM cause me to have an extra fee charged?

### Response:
cash_withdrawal_charge"
I used an ATM and there was an extra charge.,cash_withdrawal_charge,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
Categorize the following banking query into its corresponding intent.

### Input:
I used an ATM and there was an extra charge.

### Response:
cash_withdrawal_charge"
Why was I charged for withdrawing cash?,cash_withdrawal_charge,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
Categorize the following banking query into its corresponding intent.

### Input:
Why was I charged for withdrawing cash?

### Response:
cash_withdrawal_charge"
Anytime I've made an ATM withdrawal before it has always been free. I now say that I have been charged for my most recent ATM withdrawal. What's going on here?,cash_withdrawal_charge,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
Categorize the following banking query into its corresponding intent.

### Input:
Anytime I've made an ATM withdrawal before it has always been free. I now say that I have been charged for my most recent ATM withdrawal. What's going on here?

### Response:
cash_withdrawal_charge"
I don't understand why I was charged extra for withdrawing money?,cash_withdrawal_charge,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
Categorize the following banking query into its corresponding intent.

### Input:
I don't understand why I was charged extra for withdrawing money?

### Response:
cash_withdrawal_charge"
There was an unexpected fee for my cash withdrawal!,cash_withdrawal_charge,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
Categorize the following banking query into its corresponding intent.

### Input:
There was an unexpected fee for my cash withdrawal!

### Response:
cash_withdrawal_charge"
"While getting cash, I was charged a fee.",cash_withdrawal_charge,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
Categorize the following banking query into its corresponding intent.

### Input:
While getting cash, I was charged a fee.

### Response:
cash_withdrawal_charge"
The bank charged me fees for withdrawing cash!,cash_withdrawal_charge,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
Categorize the following banking query into its corresponding intent.

### Input:
The bank charged me fees for withdrawing cash!

### Response:
cash_withdrawal_charge"
I withdrew cash and was charged,cash_withdrawal_charge,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
Categorize the following banking query into its corresponding intent.

### Input:
I withdrew cash and was charged

### Response:
cash_withdrawal_charge"
Why did I get charged for a withdrawal?,cash_withdrawal_charge,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
Categorize the following banking query into its corresponding intent.

### Input:
Why did I get charged for a withdrawal?

### Response:
cash_withdrawal_charge"
Why was I charged for cash withdrawal?,cash_withdrawal_charge,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
Categorize the following banking query into its corresponding intent.

### Input:
Why was I charged for cash withdrawal?

### Response:
cash_withdrawal_charge"
I should not have been charged a fee for cash withdrawal.,cash_withdrawal_charge,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
Categorize the following banking query into its corresponding intent.

### Input:
I should not have been charged a fee for cash withdrawal.

### Response:
cash_withdrawal_charge"
"I hate this ATM, it charged me an extra fee, Why did it charge?",cash_withdrawal_charge,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
Categorize the following banking query into its corresponding intent.

### Input:
I hate this ATM, it charged me an extra fee, Why did it charge?

### Response:
cash_withdrawal_charge"
Why did withdrawing money cost me extra?,cash_withdrawal_charge,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
Categorize the following banking query into its corresponding intent.

### Input:
Why did withdrawing money cost me extra?

### Response:
cash_withdrawal_charge"
What is the fee for a cash withdrawal?,cash_withdrawal_charge,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
Categorize the following banking query into its corresponding intent.

### Input:
What is the fee for a cash withdrawal?

### Response:
cash_withdrawal_charge"
what is this extra charge for a withdrawal?,cash_withdrawal_charge,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
Categorize the following banking query into its corresponding intent.

### Input:
what is this extra charge for a withdrawal?

### Response:
cash_withdrawal_charge"
Why do I see extra charges for withdrawing my money?,cash_withdrawal_charge,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
Categorize the following banking query into its corresponding intent.

### Input:
Why do I see extra charges for withdrawing my money?

### Response:
cash_withdrawal_charge"
Why am I being charged to make cash withdrawals? I thought they were supposed to be free!,cash_withdrawal_charge,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
Categorize the following banking query into its corresponding intent.

### Input:
Why am I being charged to make cash withdrawals? I thought they were supposed to be free!

### Response:
cash_withdrawal_charge"
Is there a charge for cash withdrawals? I always thought it was free.,cash_withdrawal_charge,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
Categorize the following banking query into its corresponding intent.

### Input:
Is there a charge for cash withdrawals? I always thought it was free.

### Response:
cash_withdrawal_charge"
I thought it was free to make a withdrawal. So how much does it cost now?,cash_withdrawal_charge,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
Categorize the following banking query into its corresponding intent.

### Input:
I thought it was free to make a withdrawal. So how much does it cost now?

### Response:
cash_withdrawal_charge"
Why was i charged for making a withdrawal? After i went grocery shopping i withdrew some money from my account and now there is another charge.,cash_withdrawal_charge,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
Categorize the following banking query into its corresponding intent.

### Input:
Why was i charged for making a withdrawal? After i went grocery shopping i withdrew some money from my account and now there is another charge.

### Response:
cash_withdrawal_charge"
